drug_use_freq,grade,sex,bmi,race4,drunk_driving,text_driving,carrying_weapon,suicide_attempt,quit_smoke,physical_fight,early_sex,screening_use,heavy_screen_use,sleeping_time,enough_sleep,smoking_status,binge_drinking,seat_belt,grades_school,smoke_age,alcohol_age,age_initial_alcohol,age_initial_smoking
No Drug Use,10th Grade,female,31.8204,White,No,No,No,No,Never Smoke,No,No,8,Yes,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,11 or 12 years old,11.5,NA
No Drug Use,10th Grade,female,30.1211,White,Yes,Yes,No,No,Never Smoke,No,No,1,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,female,23.7422,Black or African American,No,No,No,No,Never Smoke,No,No,2,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,female,28.125,White,Yes,Yes,No,Yes,No,No,No,4.5,No,7,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,11th Grade,female,40.3154,Hispanic/Latino,No,Yes,No,Yes,Never Smoke,No,No,2.5,No,5,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,female,21.2169,White,No,Yes,No,No,Never Smoke,No,No,3,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,10th Grade,female,19.9927,White,No,No,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,female,21.1903,White,No,Yes,No,No,Never Smoke,No,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,female,19.285,White,No,Yes,No,No,Yes,No,Yes,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,13 or 14 years old,15 or 16 years old,15.5,13.5
No Drug Use,10th Grade,female,21.5586,White,No,Yes,No,No,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,27.6431,Black or African American,No,Yes,No,No,Never Smoke,No,No,0,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,female,21.2617,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,2,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,female,18.3633,White,No,No,No,Yes,Never Smoke,No,No,4.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
No Drug Use,10th Grade,female,22.4986,White,No,No,No,No,Never Smoke,No,No,0,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,24.2931,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,7,Yes,10,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,female,24.3269,Hispanic/Latino,No,Yes,No,Yes,Never Smoke,No,No,9,Yes,4,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,13 or 14 years old,15 or 16 years old,15.5,13.5
Light Dose,11th Grade,female,23.1434,White,Yes,Yes,No,No,Yes,No,No,1.5,No,6,No,Never Smoker,Light Binge Drinking,Sometimes,Mostly B's,15 or 16 years old,13 or 14 years old,13.5,15.5
Light Dose,10th Grade,female,24.4119,Black or African American,No,Yes,No,Yes,Never Smoke,No,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
No Drug Use,10th Grade,female,21.6978,White,No,No,No,No,Never Smoke,No,No,5.5,Yes,5,No,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,female,24.0138,All other Races,No,Yes,No,Yes,Yes,No,Yes,5,Yes,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,13 or 14 years old,9 or 10 years old,9.5,13.5
Light Dose,10th Grade,female,27.4869,Black or African American,No,Yes,No,No,Never Smoke,No,Yes,0.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,15 or 16 years old,15.5,NA
Light Dose,10th Grade,female,19.4464,White,Yes,Yes,No,Yes,Never Smoke,No,No,2,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,10th Grade,female,18.7813,Black or African American,No,Yes,No,No,Never Smoke,No,No,3.5,No,5,No,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,female,26.659300000000002,White,No,No,No,No,Never Smoke,No,No,1.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,female,23.6208,All other Races,No,No,No,No,Never Smoke,No,No,6,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,female,19.3045,White,No,No,No,No,Never Smoke,No,No,2.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,24.8047,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,12th Grade,female,29.8769,All other Races,No,No,No,Yes,Never Smoke,No,No,5,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
No Drug Use,10th Grade,female,25.1788,White,No,No,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,8 years old or younger,8,NA
No Drug Use,12th Grade,female,27.421,White,No,Yes,No,No,Never Smoke,No,No,5.5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,female,17.2664,White,Yes,Yes,No,No,Never Smoke,No,No,2,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,female,20.375,White,No,No,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,female,27.2812,White,No,Yes,No,No,Never Smoke,Yes,No,3,No,7,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,10th Grade,female,NA,All other Races,No,Yes,No,No,Never Smoke,No,No,3,No,8,Yes,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,female,25.1142,White,No,Yes,No,No,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,female,21.3407,Hispanic/Latino,No,Yes,No,Yes,No,No,No,1,No,6,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly Below C's,13 or 14 years old,15 or 16 years old,15.5,13.5
No Drug Use,11th Grade,female,25.7157,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,5.5,Yes,6,No,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,never,NA,NA
Light Dose,12th Grade,female,64.1143,Black or African American,No,Yes,No,Yes,Yes,No,No,4,No,5,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly C's,17 years old or older,never,NA,17.5
No Drug Use,11th Grade,female,26.5781,White,No,Yes,No,Yes,Yes,No,No,1.5,No,4,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,17 years old or older,13 or 14 years old,13.5,17.5
Light Dose,11th Grade,female,23.2188,White,Yes,Yes,No,No,No,No,Yes,1,No,8,Yes,Light Smoker,Heavy Binge Drinking,Most of the time or Always,Mostly B's,11 or 12 years old,15 or 16 years old,15.5,11.5
No Drug Use,11th Grade,female,34.9899,White,No,Yes,No,Yes,Never Smoke,No,No,2.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,9 or 10 years old,9.5,NA
Light Dose,11th Grade,female,23.3242,White,Yes,No,No,No,Yes,Yes,No,4,No,6,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,11 or 12 years old,13 or 14 years old,13.5,11.5
No Drug Use,11th Grade,female,23.0352,Black or African American,No,Yes,No,Yes,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,27.1998,White,Yes,Yes,No,No,No,Yes,No,3.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,11 or 12 years old,11.5,NA
No Drug Use,11th Grade,female,21.2169,White,No,Yes,No,No,Never Smoke,No,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,17 years old or older,17.5,NA
No Drug Use,11th Grade,female,22.8082,White,No,No,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,30.7313,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,11th Grade,female,18.1598,White,No,No,No,No,Never Smoke,No,No,2,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,9 or 10 years old,9.5,NA
Light Dose,11th Grade,female,23.2109,White,Yes,Yes,No,Yes,No,No,Yes,1.5,No,6,No,Light Smoker,Heavy Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,11th Grade,female,22.3644,White,No,Yes,No,No,Never Smoke,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,female,18.8339,All other Races,No,Yes,No,No,Never Smoke,No,No,5,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,24.9844,White,No,Yes,No,Yes,Never Smoke,No,Yes,10,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,11 or 12 years old,11.5,NA
No Drug Use,11th Grade,female,20.2487,White,No,No,No,No,Never Smoke,No,No,3,No,10,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,12th Grade,female,25.8711,White,No,Yes,No,Yes,Never Smoke,Yes,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Light Dose,12th Grade,female,19.9967,White,No,Yes,No,Yes,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,17 years old or older,17.5,NA
No Drug Use,12th Grade,female,18.8803,White,No,Yes,No,No,Never Smoke,No,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,17 years old or older,17.5,NA
No Drug Use,11th Grade,female,21.2067,White,No,No,No,No,Never Smoke,No,No,7,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,21.6602,White,No,Yes,No,No,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,female,21.9723,White,No,Yes,No,No,Never Smoke,No,No,1.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
No Drug Use,12th Grade,female,25.7617,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,2.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,12th Grade,female,22.6711,All other Races,No,Yes,No,No,Never Smoke,Yes,No,3,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,never,NA,15.5
No Drug Use,11th Grade,female,23.1855,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,9 or 10 years old,9.5,NA
No Drug Use,11th Grade,female,18.7813,White,No,No,No,No,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,17 years old or older,17.5,NA
No Drug Use,11th Grade,female,22.082,White,No,No,No,No,Never Smoke,No,No,0,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,9 or 10 years old,never,NA,9.5
No Drug Use,12th Grade,female,20.8264,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
Heavy Dose,11th Grade,female,21.3361,White,No,No,No,Yes,No,No,Yes,0,No,5,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly C's,9 or 10 years old,15 or 16 years old,15.5,9.5
Light Dose,11th Grade,female,22.3242,White,Yes,Yes,No,Yes,Yes,Yes,No,0.5,No,4,No,Light Smoker,Heavy Binge Drinking,Never or Rarely,Mostly B's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,11th Grade,female,25.1142,White,No,Yes,No,No,Never Smoke,No,No,1,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Light Dose,10th Grade,female,26.2111,White,No,Yes,No,Yes,Yes,No,No,1,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,13 or 14 years old,13.5,15.5
Light Dose,11th Grade,female,22.494,White,No,Yes,No,No,Never Smoke,No,No,0,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,female,19.3233,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,4.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,13 or 14 years old,13.5,NA
No Drug Use,11th Grade,female,16.2181,White,No,Yes,No,No,Never Smoke,No,No,4,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
Heavy Dose,12th Grade,female,22.5762,Hispanic/Latino,Yes,Yes,No,Yes,Never Smoke,Yes,Yes,5.5,Yes,7,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly C's,never,13 or 14 years old,13.5,NA
Heavy Dose,12th Grade,female,NA,White,No,Yes,No,No,No,No,No,4.5,No,6,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,11th Grade,female,25.6204,White,No,No,No,No,Never Smoke,No,No,1.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,female,19.6996,White,No,No,No,No,Never Smoke,No,No,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Light Dose,11th Grade,female,24.7544,White,No,Yes,No,No,Never Smoke,No,No,2,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,female,20.4863,White,No,Yes,No,No,Never Smoke,No,No,0,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Light Dose,12th Grade,female,25.6088,White,No,Yes,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,female,20.4048,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Heavy Dose,11th Grade,female,35.5461,White,No,Yes,No,No,Yes,No,No,3.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,9 or 10 years old,11 or 12 years old,11.5,9.5
Light Dose,11th Grade,female,48.3822,White,No,Yes,No,Yes,Never Smoke,No,No,3.5,No,6,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly Below C's,13 or 14 years old,15 or 16 years old,15.5,13.5
No Drug Use,11th Grade,female,23.5433,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,4,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,female,20.4117,White,No,Yes,No,No,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Heavy Dose,11th Grade,female,27.3207,White,No,Yes,No,No,Yes,No,Yes,1,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,13 or 14 years old,15 or 16 years old,15.5,13.5
No Drug Use,11th Grade,female,21.1446,White,No,Yes,No,No,Never Smoke,No,No,0,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,20.8936,White,No,Yes,No,No,Never Smoke,No,No,4,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,27.6036,White,No,Yes,No,Yes,Never Smoke,No,Yes,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,11th Grade,female,24.7051,White,No,Yes,No,No,Never Smoke,No,No,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,17 years old or older,17.5,NA
No Drug Use,11th Grade,female,40.32,White,No,No,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,never,NA,NA
Heavy Dose,11th Grade,female,23.9239,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,7,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,8 years old or younger,8,NA
Light Dose,11th Grade,female,20.1616,Black or African American,Yes,No,No,No,Never Smoke,No,No,5,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,never,NA,NA
No Drug Use,12th Grade,female,20.375,Black or African American,No,No,No,No,Never Smoke,No,No,1.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Heavy Dose,11th Grade,female,NA,White,No,Yes,No,No,No,No,No,0,No,6,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,13 or 14 years old,15 or 16 years old,15.5,13.5
Light Dose,12th Grade,female,24.3372,White,No,Yes,No,Yes,Never Smoke,No,No,3,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,11th Grade,female,26.6817,White,No,No,No,No,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,22.7578,White,No,No,No,No,Never Smoke,No,No,1.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,female,39.1602,White,No,Yes,No,Yes,Yes,No,No,3,No,6,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,17 years old or older,15 or 16 years old,15.5,17.5
No Drug Use,11th Grade,female,21.4913,White,No,Yes,No,No,Never Smoke,No,No,6,Yes,10,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
Heavy Dose,11th Grade,female,20.8264,White,Yes,Yes,Yes,No,No,No,No,4,No,6,No,Light Smoker,Heavy Binge Drinking,Sometimes,Mostly C's,15 or 16 years old,13 or 14 years old,13.5,15.5
Light Dose,11th Grade,female,20.7305,White,No,Yes,No,No,No,Yes,No,5,Yes,8,Yes,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,9 or 10 years old,13 or 14 years old,13.5,9.5
No Drug Use,11th Grade,female,24.7051,White,No,No,No,No,Never Smoke,No,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,female,31.3386,White,No,Yes,No,Yes,Never Smoke,No,No,1,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,13 or 14 years old,11 or 12 years old,11.5,13.5
Light Dose,11th Grade,female,25.6088,White,No,Yes,No,Yes,Never Smoke,No,No,1,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,female,21.8525,White,No,No,No,No,Never Smoke,No,No,2.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,female,22.494,White,No,Yes,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,never,17 years old or older,17.5,NA
No Drug Use,11th Grade,female,19.6194,White,No,Yes,No,No,Never Smoke,No,No,0.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
